연계 데이터용 제이슨,JavaScript Object Notation for Linked Data,JSON-LD,,"웹에서 용량이 적은 링크드 데이터(linked data)를 교환하기 위해 제이슨(JSON) 기반으로 연계 데이터의 의미를 표현하고 서비스 간 연동을 제공하는 데이터 표현 형식.

텍스트 형식의 제이슨(JSON: JavaScript Object Notation) 데이터 교환 형식을 사용하여, 사람이 읽고 작성하기 쉽다. 링크된 데이터를 기반으로 데이터 객체 내에 속성 정보뿐만 아니라 속성 정보의 인터넷 위치(URL)를 함께 제공하여 서로 다른 서비스 간에도 데이터 연계가 가능하다. 월드 와이드 웹 컨소시엄(W3C)에서 JSON-LD 표준을 제정하였다(2014).

JSON 형식 표기법과 같이 ‘속성(name): 값(value)’ 한 쌍 구조로 데이터의 각 객체를 표현한다.
JSON LD는 총 17개의 속성 키워드를 규정한다. 각 키워드 앞에는 @을 붙여 해당 속성이 JSON LD 키워드임을 표현한다. 가장 기본적인 @context는 데이터의 의미를 알려주는 사전적 정의를 URL 기반으로 제공하고, @id는 데이터의 고유 식별자를 표현하며, @type은 데이터의 종류가 무엇인지 알려준다. 이 밖에 @base, @container, @graph, @index, @language, @list, @nest, @none, @prefix, @reverse, @set, @value, @version, @vocab 등의 키워드가 있다.
아래 예시는, @context 값을 통해 해당 데이터의 사전적 정의가 http:// schema.org 이라는 URL에 정의되어 있고, 해당 데이터가 특정 '사람(person)'에 대한 것이며, 데이터의 고유 식별자가 무엇인지 등을 알려준다."
하이퍼텍스트 전송 규약 2.0,HyperText Transfer Protocol Version 2.0,HTTP/2,,"웹 콘텐츠의 전송 속도를 높이고 보안을 강화한 하이퍼텍스트 전송 규약 2.0 버전.
웹이 복잡한 응용 개발을 위한 플랫폼 기술로 발전하면서 요구되는 성능 최적화에 목적을 두고 개발되었다. 바이너리 기반의 프레이밍 전송 계층(binary framing layer), 서버 푸시, 헤더 압축, 요청 및 응답 다중화, 전송 계층 보안(TLS: Transport Layer Security) 프로파일 등 새로운 기술이 추가되어 빠른 성능과 보안이 강화되었다.

웹 페이지 로딩 시간을 50% 줄이는 것을 목표로 구글(Google)사에서 2009년 개발한 개방형 전송 규약인 스피디(SPDY, SPeeDY로 발음)를 토대로 인터넷 엔지니어링 태스크 포스(IETF)에서 표준으로 개발하였다(2015년 IETF RFC 7540).
기존 HTTP 1.1 버전에서 새로 추가된 사항은 다음과 같다. HTTP 메시지를 바이너리 형식으로 캡슐화하여 프레임 단위로 전송함으로써 요청 및 응답 메시지 전송 효율성을 높인 바이너리 프레이밍 계층(binary framing layer), 다수의 요청/응답을 동시 처리하는 요청 및 응답 다중화(request/response multiplexing), 반복 사용되는 헤더 정보의 전송을 최소화한 헤더 압축(header compression), 클라이언트가 요청하지 않아도 필요가 예상되는 리소스를 서버가 미리 전송하는 서버 푸시(server push), 연결 초기에 서버 지원 프로토콜 리스트를 제공하는 프로토콜 교섭(Protocol Negotiation) 등이다. 2015년 말부터 인터넷 익스플로러 11, 크롬(Chrome), 오페라(Opera), 사파리(Safari), 에지 브라우저(Edge browser) 등 주요 브라우저에 적용되었다."
서비스 워커,Service worker,,,"웹 브라우저가 실행하지 않는 상태에서도 브라우저의 고유 기능을 백그라운드로 실행할 수 있는 스크립트.
기존 웹 스크립트(자바스크립트)는 브라우저 사용자 인터페이스(UI)와 상호 작용을 하면서 실행하나, 서비스 워커(Service worker) 스크립트는 브라우저 UI 또는 웹 페이지와 별개로 백그라운드에서 실행한다. 인터넷 연결이 되지 않는 오프라인 환경에서도 웹 메일과 같은 웹 애플리케이션을 사용할 수 있고 브라우저가 종료된 상태에서도 푸시 알림 등을 지원한다.

크롬(Chrome), 사파리(Safari), 파이어폭스(Firefox), 에지 브라우저(Edge browser) 등 대부분의 주요 웹 브라우저에서 지원한다. 월드와이드웹 컨소시엄(W3C)은 2014년 서비스 워커(Service worker) 서비스 표준 개발을 시작하였다."
타입스크립트,TypeScript,,,"웹 클라이언트와 서버 프로그램 개발에 모두 사용되는 오픈 소스 프로그래밍 언어.
마이크로소프트(Microsoft)에서 개발하였다. 자바스크립트(JavaScript)의 상위 언어로, 앵귤러제이에스(AngularJS), 리액트제이에스(ReactJS), 노드닷제이에스(Node.js) 등의 자바스크립트 기반 프로그램은 타입스크립트 프로그램으로도 동작한다.
2017년 구글(Google)의 공식 개발 언어로 채택되어, 구글의 클라이언트 개발 환경에서 무제한 사용할 수 있다. 웹 애플리케이션 개발 프레임워크인 앵귤러제이에스(AngularJS) 개발에 타입스크립트 언어가 사용되었다."
강화형 기계 학습,Reinforcement learning,,강화 학습,"기계 학습 중 컴퓨터가 주어진 상태(state)에 대해 최적의 행동(action)을 선택하는 학습 방법.
강화형 기계 학습은 지도형/비지도형 기계 학습에 이용되는 훈련 데이터 대신, 주어진 상태에 맞춘 행동의 결과에 대한 보상(reward)을 준다. 컴퓨터는 보상을 이용하여 성능을 향상시킨다. 주로 게임이나 로봇 제어 등에 적용된다.
예를 들어, 체스를 두는 컴퓨터 프로그램을 학습시킬 때, 경우의 수가 너무 많고(약35의 100승) 정해진 하나의 답이 없으므로, 학습 훈련 데이터로 입력(주어진 상태)에 대한 출력(가장 적절한 행동)을 제공하기는 쉽지 않다. 하지만 체스 게임이 종료되면 그 직전에 둔 일련의 수(手, 행동)들이 좋았는지 나빴는지를 학습 알고리즘에게 알려 줄 수 있다. 이렇게 행동의 좋고 나쁜 정도를 학습 알고리즘에게 알려 주는 것을 보상(reward) 또는 강화(reinforcement)라고 하며, 이러한 정보를 이용하는 기계 학습이 강화형 기계 학습(이하, '강화 학습')이다.
강화 학습의 대상이 되는 컴퓨터 프로그램을 에이전트(agent)라고도 한다. 에이전트는 주어진 상태(state)에서 자신이 취할 행동(action)을 표현하는 정책(policy)을 수립한다. 에이전트가 최대의 보상을 받을 수 있는 정책을 수립하도록 학습시키는 것이 강화 학습의 목표이다.
"
비지도형 기계 학습,Unsupervised learning,,비지도 학습," 기계 학습 중 컴퓨터가 입력값만 있는 훈련 데이터를 이용하여 입력들의 규칙성을 찾는 학습 방법.
비지도형 학습 모델은 사람의 해석을 통해 유용한 지식을 추출하는 데 활용되거나 지도형 기계 학습(supervised learning)에서의 원래 입력보다 데이터 특징을 더 잘 표현하는 새로운 입력을 만드는 특징 추출기(feature extractor)로 활용된다.
 학습 훈련 데이터(training data)로 출력 없이 입력만 제공되는 상황을 문제(입력)의 답(출력)을 가르쳐 주지 않는 것에 비유해 비지도형 기계 학습(이하 ‘비지도 학습’)이라고 한다.
입력의 규칙성에 따라 군집 분석, 의존 구조 학습, 벡터 양자화, 데이터 차원 축소 등으로 구분한다. 군집 분석과 의존 구조 학습은 주로 데이터에 내재하는 유용한 정보나 지식을 추출하는 데 활용된다. 예를 들어, 유전자 데이터에서 학습된 유전자 사이의 의존 구조는 생의학 연구자들에게 새로운 지식을 제공할 수 있다. 벡터 양자화와 데이터 차원 축소는 데이터의 잡음과 불필요한 입력을 제거하며, 지식 추출, 데이터 압축 및 특징 추출 등에 적용된다. 특징 추출은 원래 입력보다 데이터를 더 잘 표현하는 새로운 입력을 만드는 것을 의미하며, 추출된 특징은 지도 학습의 성능을 향상시키는 데 이용된다.
비지도 학습을 위한 군집 분석 방법에는 k평균 군집화 및 계층적 군집화 등이 있고, 의존 구조 학습의 대표적 방법에는 베이즈 망(Bayesian network)이 있다. 벡터 양자화의 대표적 방법에는 린데·부조·그레이(Linde-Buzo-Gray) 알고리즘이 있으며, 데이터 차원 축소 방법에는 선형 방법인 주성분 분석(principal components analysis)과 인공 신경망 기반 비선형 방법인 오토인코더(autoencoder) 등이 있다."
지도형 기계 학습,Supervised learning,,지도 학습,"기계 학습 중 컴퓨터가 입력값과 그에 따른 출력값이 있는 데이터를 이용하여 주어진 입력에 맞는 출력을 찾는 학습 방법.
지도형 기계 학습 모델은 입력된 문제에 대한 답을 예측하는 데 사용된다. 기계 번역, 상품 추천, 질병 진단 등에 응용될 수 있다.

학습 훈련 데이터(training data)로 입력과 출력이 같이 제공되는 상황을 문제(입력)의 답(출력)을 가르쳐 주는 것에 비유하여 지도형 기계 학습(이하 '지도 학습')이라고 한다. 예로, 개와 고양이 사진을 구분하는 것을 들 수 있다. 이때 입력은 사진이고, 출력은 개 또는 고양이인지의 여부가 된다. 개인지 고양이인지의 여부가 기록된 사진을 이용해 지도 학습을 하며, 학습 결과는 훈련 데이터에 포함되지 않은 사진을 구분하는 데 적용된다.
지도 학습에서 입력을 예측 변수(predictor variable) 또는 특징(feature), 출력을 반응 변수(response variable) 또는 목표 변수(target variable)라고도 한다. 지도 학습 중 목표 변수가 수치형(numeric)인 경우는 회귀(regression), 범주형(categorical)인 경우는 분류(classification)라고 한다. 지도 학습을 위한 대표적인 기계 학습 모델로는 선형 회귀(linear regression), 로지스틱 회귀(logistic regression), 결정 트리(decision tree), 서포트 벡터 머신(support vector machine), 인공 신경망 등이 있다."
모바일 브로드밴드,Mobile BroadBand,MBB,"광대역 무선 인터넷,  초고속 무선 인터넷, 광대역 이동 통신","스마트폰, 태블릿PC 등 모바일 기기에 멀티미디어 인터넷 서비스를 고속으로 제공하는 기술.
고속 패킷 접속(HSPA: High Speed Packet Access), HSPA+(evolved HSPA), 엘티이(LTE), 엘티이 어드밴스드(LTE-Advanced) 등 3.5세대부터 4세대까지의 이동 통신 기술과 모바일 와이맥스(Mobile WiMAX), 와이브로(WiBro) 등 무선 통신 기술을 통틀어 이르는 말이다."
커넥티드 카,Connected car,,,"통신망에 연결된 자동차.
통신 수단으로 무선랜(Wi-Fi), 엘티이(LTE) 이동 통신 등이 사용된다. 커넥티드 카는 다른 차량이나 교통 및 통신 인프라, 보행자 단말 등과 실시간으로 통신하며 운전자의 편의와 교통 안전을 돕고 인터넷의 다양한 서비스를 제공한다. 커넥티드 카 자체가 통신 기기가 된다는 의미에서 ‘거대한 사물 인터넷(IoT) 기기’라고도 한다.

커넥티드 카는 다른 차량이나 보행자 단말, 도로 기반 시설 등과 추돌 경고 신호, 교차로 통제 정보 등을 주고받고, 교통 센터에서 교통 안전 지원, 실시간 길 안내, 차량 점검 서비스 등을 받을 수 있다. 자동차의 와이파이(Wi-Fi)나 이동 통신 기능을 핫스폿으로 이용하여 탑승자들은 음악 및 영화 스트리밍 서비스, 실시간 날씨 및 뉴스 검색 서비스 등을 이용할 수 있다."
협대역 사물 인터넷,NarrowBand-Internet of Things,NB-IoT,,"엘티이(LTE) 기술 기반으로 사물 인터넷을 효율적으로 제공하는 저전력 광역 통신 표준 기술.
2016년 3GPP 이동 통신 표준화 기구에서 제정하였다. 180kHz의 좁은 대역으로 최대 250kbps의 데이터 전송 속도와 10km 이상의 광역 서비스를 지원하고, 이동성은 지원하지 않는다. 수도·가스·온도·전기 등 검침 센서, 스마트 조명, 위치 추적 기기 등과 같이 원거리에 있고 데이터 사용 빈도와 전력 소비가 적으며 이동성이 없거나 낮은 사물 인터넷(IoT) 기기에 적합하다.

 지그비(ZigBee, IEEE 802.15.4), 저전력 블루투스(BLE: Bluetooth Low Energy) 등이 단거리 서비스인 반면, 저전력 광역 통신(LPWA: Low-Power Wide-Area) 기술의 통신 서비스 범위는 수 킬로미터 이상으로 매우 넓다. 3GPP는 LTE 이동 통신망에서 LPWA의 장점을 활용하여 180kHz의 좁은 대역으로 최대 250kbps의 데이터 전송을 제공하는 NB-IoT 표준을 제정하였다.
NB-IoT는 전력 소모를 줄이기 위해 전력 절약 모드(PSM: Power Saving Mode)와 단말의 불연속 수신 향상 기술(eDRX: enhanced Discontinuous Reception) 등을 지원한다. 그리고 프로토콜의 복잡도를 낮추기 위해 이동성을 지원하지 않는다. "
제이슨,JavaScript Object Notation,JSON,,"웹과 컴퓨터 프로그램에서 용량이 적은 데이터를 교환하기 위해 데이터 객체를 속성·값의 쌍 형태로 표현하는 형식.
자바스크립트(JavaScript) 토대로 개발되었다. 여러 프로그래밍 언어에도 사용할 수 있어 독립형 언어이며 텍스트로 기술하여 사람도 쉽게 읽고 작성할 수 있다. 웹 브라우저와 웹 서버 간 비동기 통신, 웹 서버 간의 데이터 교환 등에 주로 사용된다. IETF RFC 7159(The JavaScript Object Notation(JSON) Data Interchange Format) 표준과 ECMA-404(The JSON Data Interchange Syntax) 표준으로 제정되어 있다.

JSON은 자바스크립트(JavScript)의 구문 형식을 따르지만, C, C++, C#, 자바(Java), 파이선(Python) 등의 프로그램 언어와도 함께 사용되어 플랫폼과 프로그래밍 언어 면에서 독립적인 언어이다. 데이터 구조는 “속성: 값” 형식으로 데이터 객체를 표현한다. 값(value)의 자료형으로 수(number), 문자열(string), 객체(object), 배열(array), 참/거짓(boolean), 또는 빈값(null)이 지원된다. 배열(array)은 대괄호([ ])로, 객체는 속성·값 쌍의 집합으로 중괄호({ })를 사용하여 표현하며, 객체 간의 구분은 쉼표(,)로 한다. "
유니코드 변환 형식,Unicode Transformation Format,UTF,"UCS(Universal Coded Character Set) Transformation format, 유니코드 인코딩","유니코드 문자를 기존 문자 체계와의 상호 호환을 위해 가변 길이의 바이트열 값으로 인코딩하는 방식.
유니코드(Unicode)는 전 세계의 거의 모든 문자에 고유 숫자를 부여한 문자 집합으로, 1993년 국제 표준(ISO/IEC 10646)으로 제정되었다. 유니코드는 기본적으로 2 바이트로 한 문자를 표현하여, 기존 7 비트 또는 8 비트로 한 문자를 표현하는 아스키(ASCII) 문자 기반 시스템과 호환을 위해 UTF를 사용한다."
스프라이트,Sprite,,,"컴퓨터 그래픽스(CG)에서 장면 일부를 구성하는 2D 비트맵 이미지를 등록하고 합성하는 기능.
1980년대 초기 비디오 게임과 비디오 영상에서 화면 전체가 아닌 개체의 움직임만 제어하는 하드웨어 기능을 지칭하는 용어였으나, 소프트웨어적인 이미지 개체의 움직임도 포함하는 것으로 의미가 확장되었다. 스크래치(Scratch)와 같은 시각적인 블록 프로그래밍에서 이미지, 소리, 연산 및 움직임 등의 동작을 수행하는 객체를 지칭하는 용어로도 사용된다."
지능형 환경,Ambient Intelligence,AmI,"생활환경지능, 환경지능, 앰비언트 인텔리전스","사람과 다양한 전자 기기 간의 실시간 상호 작용으로 만들어지는 지능화된 서비스 환경.
주위 환경을 의미하는 ‘앰비언트’와 지능을 뜻하는 ‘인텔리전스’가 결합한 말로, 주변 환경이 사람을 인식하고 사람이 원하는 시간 및 장소에서 사람이 원하는 서비스를 맞춤형으로 제공하고 희망 사항을 예측함을 의미한다. 미래에는 전자 기기가 특별히 눈에 띄지 않고 마치 배경처럼 주변 곳곳에 존재하며, 사람과 전자 기기가 자연스럽게 소통할 수 있는 기술이 필요할 것이라는 생각에서 고안된 개념이다.
지능형 환경의 주요 기술 특성은, 주위에 많은 인터넷 기기가 주변 곳곳마다 있어 특별히 눈에 띄지 않음을 의미하는 내재형(embedded), 전자 기기가 사람의 상황(콘텍스트)를 인식함을 의미하는 상황 인지(context aware), 개인 요구에 맞춤을 의미하는 개인화(personalized), 상황에 맞춰 응대하는 것을 의미하는 적응형(adaptive), 사용자의 희망 사항을 미리 예상하는 것을 의미하는 예견(anticipatory) 등이다. 지능형 환경의 구현은 인공 지능, 나노 기술, 내장형 시스템, 모바일 기술, 센서 기술과 같은 다양한 분야와 관련 있다."
스몰셀,small cell,,소형셀,"백 미터(m) 정도의 운용 범위를 갖는 저전력 무선 접속 기지국.
스몰셀은 단말기를 기지국에 가깝게 위치시켜 운용 범위(셀 크기)를 줄임으로써 통신 품질 저하 및 음영 지역 발생 등의 문제점들을 해결할 수 있다. 또한 단말기가 기지국과 가까이 위치하게 되어 단말기의 전력 소모를 줄일 수 있고, 설치비와 유지 보수 비용이 기존 기지국에 비해 적게 드는 이점 등의 장점을 갖는다. 사용 범위 및 용도에 따라 메트로셀(metro cell), 마이크로셀(micro cell), 피코셀(pico cell), 펨토셀(femto cell)로 분류가 된다. 그리고 설치 지역 및 서비스 목적에 따라 가정(home), 기업(enterprise), 핫스폿(hotspot)으로 나뉠 수 있다."
대량 다중 입력 다중 출력,massive Multi Input Multi Output,massive MIMO,대량 미모(MIMO),"대용량의 데이터를 고속으로 전송하기 위하여 수십 개 이상의 대량 안테나를 사용하는 다중 입력 다중 출력(MIMO) 기술.
수 GHz 이상의 높은 주파수를 사용하는 5세대 이동통신에서 안테나 이득이 매우 높은 빔을 형성하여 가입자에게 대용량의 정보를 전송하거나 증가된 자유도(degree of freedom)를 이용하여 여러 채널로 정보를 동시에 전송할 수 있다. 따라서 에너지 효율 향상과 간섭에 강인한 장점을 얻을 수 있다. 주로 10 GHz 이상의 주파수를 사용하는 시분할 송수신(TDD: Time Division Duplexing) 방식의 시스템에 적합하다."
통계적 기계 번역,Statistical Machine Translation,SMT,통계적 자동 번역,"통계적 분석으로 기계 학습에 필요한 많은 양의 말뭉치에서 모델 파라미터를 학습하여 문장을 번역하는 기술.
기본 요소는 통계적 번역 모델과 언어 모델, 이중 언어 말뭉치에서 파라미터를 찾아내는 학습 알고리듬과 학습된 번역 모델에 따라 최적으로 번역 결과를 탐색하는 디코딩 알고리듬으로 구성된다. 이 기술은 1949년 워런 위버(Warren Weaver)가 처음 제시하였고 1991년 IBM사 토머스 제이 왓슨 연구소(Thomas J. Watson Research Center)가 다시 소개한 이후 활발하게 연구되었다."
단말 간 직접 통신,Device-to-Device communication,D2D communication,디투디(D2D) 통신,"이동 통신 단말기가 기지국을 거치지 않고 단말기 끼리 직접 통신하는 기술.
늘어나는 데이터 트래픽의 수요를 해결하고 한정된 주파수 자원의 이용 효율을 높일 수 있다. 또한 기지국이 없는 상태에서 인접 단말들 간의 통신이 가능해 재난통신망에서도 유용하게 사용될 수 있다."
면허 불필요 대역,Unlicensed radio frequency/License-exempt spectrum,,,"주파수 공동 이용(Spectrum Commons) 정책에 따라 소출력 통신에 이용하는 주파수 대역.
다른 무선국의 통신을 저해하지 아니하는 출력 범위에서 특정 구역이나 건물 내 등 가까운 거리에서 사용할 목적으로 분배 또는 지정된 주파수이다. 산업용·과학용·의료용·가정용 기기, 기타 유사한 용도로 사용되는 2.4GHz와 5.7GHz의 ISM(Industrial, Scientific, and Medical) 대역과 개별 용도로 지정되거나 기술 기준만 만족하면 용도와 관계없이 사용 가능한 용도 미지정 대역(FACS: Flexible Access Common Spectrum)이 있다."
근접 무선 통신,Near Field Communication,NFC,,"고주파(HF)를 이용한 근거리 자기장 통신 기술.
ECMA-340, ISO/IEC 18092 표준으로, 아주 가까운 거리에서 양방향 통신을 지원하는 RFID 기술의 일종이다. 13.56MHz 주파수를 이용해 10cm 안에서 최고 424kbps의 속도로 데이터 전송을 지원한다. 모바일 기기에서 결제뿐만 아니라 슈퍼마켓이나 일반 상점에서 물품 정보나 방문객을 위한 여행 정보 전송, 교통, 출입 통제, 잠금장치 따위에 광범위하게 활용된다."
기업·정부 전자상거래,Business To Government,B2G,,"기업과 정부 기관이 웹 사이트를 통해서 정보를 교환하고 효율적으로 비즈니스를 행할 수 있는 전자상거래.
예를 들어, 업자들에게 애플리케이션과 정부 차원의 세금 관련 양식들을 한 장소에서 제공하고, 양식 작성과 수수료 송부, 상호 정보 현행화, 질의 답변 요구 등을 수행할 수 있다. 또한 업자들은 정부 기관의 구매 수요를 알 수 있고, 정부 기관은 제안에 대한 응신 서비스도 제공한다. 가상 작업 공간을 만들어 업자와 정부 기관이 계약 건에 대해서 상호 온라인 회의, 계획 검토, 사업 진행 관리 등을 공통 사이트에서 협동으로 수행할 수 있다."
기업·소비자 전자상거래,Business to Consumer,"B2C, B to C",기업 소비자 간 전자상거래,"기업 간 전자상거래(B2B)에 반하여, 기업과 소비자 간에 행해지는 전자상거래.
온라인 쇼핑이 대표적인 예이다. 소비자나 기업의 인증, 카드 회사/은행과의 결제가 시스템상 중요하다."
,,,,
,,,,
